Período,Sección,Ciclo,Edad,Estatura (cm),Peso (kg),Signo del zodiaco,Sexo,Carrera,Tiempo de reacción,Juega videojuegos,Hace deporte,Color favorito,Talla de zapato,Talla de polo,Sistema operativo,Fecha de nacimiento,Indicaciones,,
2022-1,3,4,18,168,51,Tauro,M,ingenieria mecatronica,269,Si,No,Negro,42,s,,,FALSE,,
2022-1,11,2,17,1.55,51,Aries,F,Ingenieria industrial,,No,Si,Blanco,36,S,,,FALSE,,
2022-1,3,2,19,1.55,60,Virgo,F,Ingenieria industrial,256,No,No,Negro,37,M,,,FALSE,,
2022-1,11,2,18,1.6,60,Aries,M,Ingenieria industrial,276,Si,Si,Rosado ,40,M,,,FALSE,,
2022-1,11,2,21,172,70,Capricornio,M,Ingenieria Industrial,225,No,Si,Celeste,39,M,,,FALSE,,
2022-1,11,2,20,1.78,90,Virgo,M,Ing. mecanica,230,Si,No,Purpura,44,XL,,,FALSE,,
2022-1,11,2,20,167,50,Sagitario,M,Ing. Industrial,273,Si,Si,Negro,40,S,,,FALSE,,
2022-1,11,3,18,1.7,58,Cancer,M,Ingenieria mecanica,233,Si,Si,Negro,42,S,,,FALSE,,
2022-1,4,3,18,1.7,55,Escorpio,M,Ing. Química,240,No,Si,Azul,42,S,,,FALSE,,
2022-1,3,7,20,162,52,Cancer,F,Bioingenieria,245,No,Si,Rojo,37,S,,,FALSE,,
2022-1,,3,19,1.7,58,Capricornio,M,Ing.Mecatrónica,289,Si,No,Negro,40,M,,,FALSE,,
2022-1,9,3,17,1.82,70,Géminis,M,Ingenieria Electrónica,249,Sí,Sí,Azul,45,M,,,FALSE,,
2022-1,,5,18,168,,Tauro,F,Bioingenieria ,393,Sí,Sí,Azul,36,S,,,FALSE,,
2022-1,3,5,18,1.75,66,Escorpio,M,Ingeniería Mecatrónica,275,Sí,Sí,Verde,43,M,,,FALSE,,
2022-1,4,3,18,1.74,71,Piscis,M,Ing. Mecatrónica,294,Sí,Sí,Negro,42,M,,,FALSE,,
2019-1,10,4,21,1.77,75,Virgo,M,Ing. Civil,432,Sí,sí,Azul,44,M,,,FALSE,,
2022-1,9,2,17,1.6,54,Aries,F,Ingeniería Industrial,264,No,Sí,Rosado,37,M,,,FALSE,,
2022-1,4,3,18,1.63,60,Piscis,F,Ing. Química,256,Sí,No,Turqueza,37,M,,,FALSE,,
2022-1,3,3,19,1.55,62,Leo,F,Ingeniería Mecatrónica,324.8,Sí,No,Lavanda,37,M,,,FALSE,,
2021-1,1,4,22,1.57,68,virgo,F,Ingeniería industrial,270,No,Si,Negro,37,M,,,FALSE,,
,4,4,18,1.79,75,Sagitario,M,Ing.Civil,280,No,Si,Azul,43,M,,,FALSE,,
2022-1,1,3,17,1.71,65,Tauro,M,Ing. Mecatrónica,378,Si,No,Amarillo,40,M,,,FALSE,,
2022-1,4,3,17,,,Sagitario,M,Ing. Química,347,Sí,No,Verde,43,L,,,FALSE,,
2021-2,8,2,18,1.63,52,Aries,F,Ing. Industrial,280,No,Si,Negro,36,S,,,FALSE,,
2022-1,1,3,18,1.74,76,Libra,M,Ing. Ambiental,268,Sí,Sí,Verde,41,L,,,FALSE,,
2022-1,11,2,20,1.72,65,Acuario,M,Ing. Industrial,293,Sí,,,,,,,FALSE,,
2022-1,10,3,17,1.6,50,Cancer,F,Ing. Química,341,Sí,No,Morado,36,S,,,FALSE,,
2022-1,1,5,19,1.64,58,Acuario,F,Ing. Electrónica,229,No,Sí,Azul,38,M,,,FALSE,,
2022-1,,3,18,1.74,76,Virgo,M,Bioingeniería,290,Sí,Sí,Azul,44,L,,,FALSE,,
2022-1,5,5,20,1.75,71,Aries,M,Ing. Mecatrónica,284,Sí,Sí,Turqueza,42,M,,,FALSE,,
2022-1,9,3,19,1.83,90,Sagitario,M,Ing.Mecatrónica,173,Si,No,Azul,42,L,,,FALSE,,
2022-1,8,5,21,160,65,tauro,F,Bioingeniería,283,No,No,rojo,37,M,,,FALSE,,
2022-1,8,5,25,1.6,57,Capricornio,F,Ing. Mecatrónica,294,No,No,Rosado,37,M,,,FALSE,,
2022-1,6,3,19,177,74,Leo,M,Bioingeniería,297,No,Sí,Azul,43,M,,,FALSE,,
2022-1,1,2,17,1.64,58,Geminis,M,Ing. Industrial,283,Si,No,Negro,42,M,,,FALSE,,
2022-1,9,3,19,1.53,51,Sagitario,F,Ing. Industrial,262,No,Si,Verde,36,S,,,FALSE,,
2022-1,3,2,17,1.65,52,Leo,F,Ing. Industrial,292,NO,SI,Gris,39,S,,,FALSE,,
2022-1,4,4,21,1.74,68,Leo,M,Ing. CIvil,215,Si,Si,Verde,42,M,,,FALSE,,
2022-1,4,3,18,186,74,Libra,M,Ing. Mecatrónica,210,Si,Si,Azul,44,L,,,FALSE,,
2022-1,1,3,22,171,74,Escorpio,M,Ing. Electrónica,201,Sí,Sí,Azul,43,M,,,FALSE,,
2022-1,9,2,20,1.62,65,Acuario,M,Ing. Mecanica,190,Si,Si,Negro,41,L,,,FALSE,,
2022-1,1,5,21,1.6,,virgo,F,Ing. Ambiental,,no,si,Negro,38,M,,,FALSE,,
2022-1,3,5,20,1.73,76,CApricornio,M,Computer Science,354,no,si,rojo,44,S,,,FALSE,,
2022-1,3,4,20,170,67,Sagitario,M,Ing. Industrial,316,si,no,Negro,42,M,,,FALSE,,
2022-1,1,6,21,177,85,Acuario,M,Ing. Mecatrónica,262,Si,Si,Verde,43,L,,,FALSE,,
2022-1,1,2,21,1.65,69,Capricornio,F,Ing.Industrial,303,Si,Si,Morado,38,S,,,FALSE,,
2021-2,11,2,18,174,82,Escorpio,M,Ing. Industrial,,Si,No,Azul,42,L,,,FALSE,,
2022-1,1,3,19,165,60,Escorpio,F,Bioningeniería,226,Si,Si,Azul,38,M,,,FALSE,,
2022-1,9,5,20,1.58,49,Escorpio,F,Bioingenieria,215,No,No,Azul,37,S,,,FALSE,,
2022-1,9,5,22,1.2,70,Piscis,M,,,,,,,,,,FALSE,,
2022-1,9,3,18,1.8,80,Virgo,M,Ingenieria Industrial,250,No,Si,Celeste,46,L,,,FALSE,,
2022-1,9,3,18,1.8,80,Capricornio,M,"Ing, Mecatronica",,Si,Si,Azul,44,L,,,FALSE,,
2022-1,2,6,21,1.7,90,Aries,F,Ing. Mecatrónica ,302,Si,No,Rosado,40,L,,,FALSE,,
2022-1,2,5,19,1.68,69,libra,M,Ingenieria Industrial,242,Si,No,Rojo,42,S,,,FALSE,,
2022-1,8,2,19,168,67,Acuario,M,Ing. Industrial,325,Si,No,Plomo,41,M,,,FALSE,,
2022-1,8,3,20,1.58,70,Acuario,F,Ciencia de la computacion ,311,No,No,Verde Militar,39,L,,,FALSE,,
2022-1,10,3,22,1.72,60,Capricornio,M,Ing. Civil,,Si,Si,Gris,41,L,,,FALSE,,
2022-1,1,2,17,1.5,55,Piscis,F,Ing. Industrial,229,No,No,Azul,36,S,,,FALSE,,
2022-1,4,5,19,173,74,Capricornio,M,Ing. Mecatrónica,266,No,Si,Azul,43,L,,,FALSE,,
2022-1,6,3,18,169,,Piscis,M,Ciencias de la computación,221,Si,Si,Rojo,42,M,,,FALSE,,
2022-1,6,3,18,173,63,Libra,M,Ciencia de datos,195,Si,Si,Blanco,43,M,,,FALSE,,
2022-1,1,3,17,1.7,70,Tauro,M,Ing. electronica,395.8,Si,Si,Azul,43,M,,,FALSE,,
2021-1,1,2,18,1.74,70,tauro,M,Ing. Mecánica,,Si,Si,Verde Militar,,,,,FALSE,,
2022-1,8,9,20,1.7,65,Libra,M,Ing. Mecatrónica,216,Si,Si,Morado,41,L,,,FALSE,,
2022-1,8,4,20,1.68,72,Escorpio,M,Ciencias de la computación,300,Si,Si,Negro,41,M,,,FALSE,,
2022-1,2,6,22,1.84,80,Cancer,M,Ing. Quimica,194,Si,Si,Azul,44,M,,,FALSE,,
2020-1,2,3,23,1.78,90,Leo,M,Ing. Mecatrónica,192,Si,Si,Azul,45,L,,,FALSE,,
2020-1,2,2,18,171,66,Leo,M,Ciencia de la computacion ,245,Si,No,Rojo,42,M,,,FALSE,,
2022-1,8,5,23,1.6,78,Cancer,M,Ing. Industrial,273,Si,Si,Negro,41,M,,,FALSE,,
2022-1,1,5,20,1.75,75,Escorpio,M,Ing.Civil,235,si,si,azul,43,M,,,FALSE,,
2022-2,9,4,20,185,110,Tauro,M,Ing. Química,204,Sí,Sí,Negro,45,,,,FALSE,,
2022-2,1,4,18,1.78,68,Tauro,M,Ing.Mecánica,,Si,Si,Azul,44,M,,,FALSE,,
2022-2,9,7,22,165,70,Piscis,M,Ciencias de la Computación,264,Sí,Sí,Rojo,41,L,,,FALSE,,
2020-2,15,5,18,165,55,Virgo,M,Ing. Química ,220,Si,Si,Rojo,40,M,,,FALSE,,
2022-2,15,3,18,1.75,74,Geminis,M,Ing. Mecatrónica,221,Sí,Sí,Azul,42,L,,,FALSE,,
2022-2,6,3,17,1.57,55,Virgo,F,Bioingenieria,250,Sí,Sí,Verde,36,S,,,FALSE,,
2022-2,2,4,18,1.85,80,Sagitario,M,Ing. Mecánica,220,Sí,Sí,Negro,44,M,Windows,12/15/2003,TRUE,,
2022-2,1,6,20,1.7,70,Geminis,F,Ciencias de la Computación,225,Si,Si,Verde agua,42,M,Windows,10/06/2002,TRUE,,
,1,4,20,,,Escorpio,M,Ing. Civil,342,No,Si,Verde,41,L,Windows,05/11/2001,FALSE,,
2022-2,15,4,18,1.69,80,Piscis,M,Ing. Mecatrónica,188,Sí,Sí,Rojo ,44,XL,Windows,03/20/2004,TRUE,,
2022-2,14,3,18,1.8,80,Leo,M,Ing. Industrial,175,Sí,Sí,Azul,46,L,Windows,08/20/2003,TRUE,,
2022-2,11,4,18,1.7,63,Acuario,M,Ing. Civil,248,Sí,Sí,Rojo,42,M,Windows,01/31/2004,TRUE,,
2022-2,11,3,19,1.75,65,Leo,M,Ing. Electronica,117,Si,Si,Azul,42,L,Windows,07/26/2003,TRUE,,
2022-2,14,2,17,1.71,75,Piscis ,M,Ing. Macatrónica,,Sí,Sí,Verde,39,M,Windows,06/03/2005,FALSE,,
2022-2,9,9,21,"1,69",75,Libra,M,Ciencia de la Computacion ,265,Si,Sí,Negro,42,M,Windows,,TRUE,,
2022-2,14,4,18,1.7,80,Piscis,M,Ing. Mecatrónica,283,Si,Si,Celeste,44,M,Windows,02/21/2004,TRUE,,
2022-2,8,4,20,1.69,65,LIBRA,M,Ing. Civil,212,SI,NO,negro,42,M,Windows,,FALSE,,
2022-2,12,9,21,1.7,80,Cáncer,M,Ing. Electrónica,268,Sí,Sí,Verde,41,L,Windows,06/30/2001,TRUE,,
2022-2,15,3,23,1.53,50,Cancer,F,Ing. Ambiental,,No,No,Negro,36,S,Windows,07/19/1999,FALSE,,
2022-2,12,2,19,1.7,63,Virgo,M,Ing.Mecánica,260,Si,Si,Azul,41,S,Windows,09/09/2002,TRUE,,
2022-2,8,3,19,1.61,52,Escorpio,F,Ing. Ambiental,328,No,si,azul,37,M,Windows,07/11/2002,TRUE,,
2022-2,13,3,18,1.68,62,Leo,M,Bioingenieria,346,no,Si,Azul,40,M,Windows,07/25/2004,TRUE,,
2022-2,12,8,20,1.6,60,Capricornio,M,Ing. De la Energía,231,Si,Si,Verde,39,M,Windows,12/25/2001,TRUE,,
2022-2,2,4,19,1.68,65,Leo,M,Ing. Ambiental,808,Si,Si,Blanco,40,M,Windows,,TRUE,,
,4,5,21,1.61,52,Virgo,M,Ciencia de la Computacion ,,Si,Si,Blanco,41,M,Windows,02/09/2000,FALSE,,
2022-2,4,3,18,1.68,55,Escorpio,M,Ing. Ambiental,,si,si,azul,40,M,Windows,10/11/2003,,,
2022-2,4,2,18,1.86,98,Virgo,M,Ing. Industrial,345,Si,Si,Azul,43,XL,Windows,03/09/2003,TRUE,,
2022 - 2,4,5,20,1.63,51,Virgo,F,Ing. Civil,309,No,No,negro,40,S,Windows,08/09/2001,TRUE,,
2022-2,4,5,21,1.73,80,Cancer,F,Bioingeniería ,301,si,si,Rojo,41,L,Windows,,TRUE,,
2021-1,4,4,18,1.54,51,Géminis,F,Ing. Civil,322,Si,Si,Blanco,40,S,Windows,05/27/2004,TRUE,,
2022-2,5,2,23,1.73,68,Libra,M,Ing. De la Energía,334,Si,Si,Azul,42,M,Windows,01/10/1998,TRUE,,
2022-2,4,2,17,1.68,56,Libra,M,Ciencia de Datos,326,No,Si,Negro,42,M,Windows,11/22/2004,TRUE,,
2022-2,2,3,19,166,80,Leo,M,Ing. Industrial,697,Si,No,Rojo,40,L,Windows,08/15/2002,TRUE,,
2021-2,2,3,21,1.69,67,Libra,M,Ing. Civil,304,Si,No,Negro,41,M,Windows,10/10/2022,TRUE,,
2022-2,4,3,18,1.83,95,Escorpio,M,Ing. Mecatronica,231,Si,No,Azul ,45,XL,Windows,10/28/2003,TRUE,,
2022-2,6,3,18,171,68,Piscis,M,Ciencias de la computación,269,Si,Si,Verde,40,L,Windows,02/25/2004,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2021-2,6,3,18,171,85,Acuario,M,Ing. Mecatrónica,278,Si,No,Verde,42,L,Windows,02/17/2004,FALSE,,
2022-2,6,3,18,1.58,63,Cancer,M,Ciencias de la Computación,265,No,No,Verde,40,M,Windows,07/19/2004,TRUE,,
2022-2,4,3,18,1.55,56,Virgo ,F,Ing. Industrial,476,No,No,Morado,36,S,Windows,12/09/2003,TRUE,,
2022-2,12,4,19,1.71,60,Sagitario,M,Bioingenieria,353,Si,Si,Azul,39,M,Windows,11/23/2002,TRUE,,
2022-2,4,3,18,151,52,Tauro,F,Ing. Industrial,259,No,No,Morado,35,S,Windows,05/03/2004,TRUE,,
2022-2,4,3,19,1.72,85,Tauro,M,Ing. Mecatronica,440,Si,Si,azul,43,L,Windows,04/23/2003,TRUE,,
2022-2,4,3,18,"1,70",60,Escorpio,M,Ing. Civil,321,No,Si,Azul,41,S,Windows,01/11/2033,TRUE,,
2022-2,4,3,20,1.51,52,Pisis,F,Ing. Química,279,No,No,Verde,36,S,Windows,02/10/2002,TRUE,,
2022-2,2,6,22,1.72,69,Cancer,M,Ing. Ambiental,236,Si,Si,Azul,43,M,Windows,07/15/2000,TRUE,,
2022-2,2,7,23,1.84,79,Cancer,M,Ing. Química,270,Si,Si,Azul,44,M,Windows,01/07/1999,TRUE,,
2022-2,2,3,19,1.61,58,Cancer,F,Bioingenieria,280,no,algo,turquesa,37,XS,Windows,08/07/2020,TRUE,,
2022-2,2,4,19,1.54,49,Aries,F,Ing. Química,288,Si,Si,Azul,36,XS,Windows,03/25/2003,TRUE,,
2022-2,2,5,19,175,69,Escorpio,M,Ciencias de la Computación,,Si,Si,Verde,38,M,Windows,03/11/2002,TRUE,,
2022-2,2,3,20,1.51,52,Leo,F,Ingenieria Ambiental,273,No,Si,Verde,36,S,Windows,01/08/2002,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2022-2,2,4,18,165,58,Libra,M,Ing. Electrónica,113,Sí,Sí,Rojo,40,S,Windows,09/29/2003,TRUE,,
2022-2,2,3,18,1.6,58,Acuario,F,Ing. Ambiental,458,No,No,Negro,,M,Windows,01/02/2004,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2022-2,2,8,23,1.72,85,Tauro,M,Ing.Energía,223,Sí,No,Rojo,42,L,Windows,04/21/1999,TRUE,,
2022-2,2,5,22,1.84,75,Virgo,M,Ing. Quimica,343,Si,Si,Negro,46,L,Windows,09/15/1999,TRUE,,
2022-2,2,5,20,1.65,,Sagitario,M,Bioingenieria ,451,si,si,Rojo,41,M,Windows,10/12/2001,TRUE,,
2022-2,2,3,18,1.75,56,Geminis,M,Ciencia de datos,207,si,si,azul,42,M,Windows,06/19/2004,TRUE,,
2021-1,2,4,18,154,55,Virgo,F,Bioingeniería,349,No,Si,Verde,38,M,Windows,10/09/2003,TRUE,,
2022-1,2,5,21,164,78,Picis,M,Bioingeniería,366,Si,No,Negro,41,M,Windows,13/03/2001,TRUE,,
2021-2,2,3,20,166,55,Libra,F,Industrial ,360,no,si,rosado,36,xs,Windows,07/10/2001,TRUE,,
2022-2,2,,21,175,67,Sagitario,M,Ing. Mecatrónica,294,Sí,Sí,Verde,42,L,Windows,12/12/2000,TRUE,,
2022-2,2,6,19,160,60,Libra,F,Ing. Mecatrónica,458,No,Sí,Negro,38,M,Windows,10/15/2002,TRUE,,
2022-2,2,4,18,180,86,Cáncer,M,Ing. Mecatrónica,337,Sí,Sí,Negro,42,L,Windows,07/21/2004,TRUE,,
2022-2,2,2,17,165,64,Capricornio,F,Ing Industrial ,659,Si,Si,Negro,38,M,Windows,,TRUE,,
2022-2,2,2,18,180,76,Geminis,F,Ing. Industrial,307,Si,Si,Rojo,41,L,Windows,06/13/2004,TRUE,,
2022-2,2,2,18,180,77,Geminis,F,Ing Industrial ,400,Si,Si,Turquesa,41,L,Windows,06/13/2004,TRUE,,
2022-2,2,5,22,1.58,64,sagitario ,F,Ing. Civil,358,No,Si,Negro,39,M,Windows,,TRUE,,
2022-2,2,3,19,165,53,,M,Ciencias de la computación ,384,Sí,No,Azul,42,L,Windows,01/23/2003,TRUE,,
2021-1,2,4,22,153,-,escorpio,F,ing.Quimica,759,no,no,Negro,39,L,Windows,11/19/1990,TRUE,,
,,,,,,,,,,,,,,,,,FALSE,,
2022-2,2,4,21,160,50,Sagitario,F,Bioingeniería,253,Sí,No,Rosa,38,M,Windows,04/12/2000,TRUE,,
2022-2,2,5,20,150,60,Aries,F,Ing. Civil,813,Si,Si,Morado,35,M,Windows,10/04/2002,TRUE,,
2022-2,2,7,24,1.75,,cancer,M,Ing. Mecatronica,240,Si,No,Azul,45,xl,Windows,06/07/1998,TRUE,,
2022-2,2,7,23,170,68,Acuario,M,Ing. Mecatrónica,364,No,Sí,Negro,39,S,Windows,05/02/1999,TRUE,,
2022-2,2,6,19,,,Aries,M,Ing. Mecatrónica,263,Sí,No,Azul,42.5,M,Windows,,FALSE,,
2022-2,2,4,19,178,79,Capricornio,M,Data Science,300,Sí,No,Azul,42,L,Windows,09/01/2003,TRUE,,
2022-2,2,4,20,165,65,Tauro,M,Ing.Mecatronica,452,si,si,Azul,40,M,Windows,10/05/2002,TRUE,,
2022-2,2,4,19,165,-,piscis,M,Ing Civil,305,No,Si,negro,40,S,Windows,05/03/2003,FALSE,,
2022-2,2,4,19,175,83,Leo,M,Ciencias de la Computacion,308,Si,No,Rojo,40,M,Windows,04/08/2003,TRUE,,
2022-2,6,3,19,153,51,cancer,F,Bioingeniería,276,Sí,No,Negro,36,S,Windows,07/20/2003,TRUE,,
2022-2,4,4,19,170,-,Leo,M,ing.Quimica,,,,,,,,,FALSE,,
2022-2,4,4,17,153,53,Cáncer,F,Ing. Civil,,No,No,Morado,33,S,Mac OS,,FALSE,,
2022-2,6,3,19,152,62,Leo,F,Ing.Quimica,290,No,No,Blanco,38,M,Windows,07/24/2003,TRUE,,
2022-2,9,6,19,153,50,Sagitario,F,Ing Ambiental,240,Si,Si,Rojo,37,S,Windows,12/12/2002,TRUE,,
2022-2,13,4,19,169,71,Piscis,M,Ing Industrial ,,Sí,Sí,Rojo,41.5,M,Windows,12/12/2002,FALSE,,
2022-2,13,3,18,160,65,Sagitario,F,Ing.Ambiental,353,No,No,rosado,38,M,Windows,12/13/2003,TRUE,,
2021-2,1,3,18,175,69,escorpio ,M,Bioingeniería ,3665,si,si,negro ,41,S,Windows ,11/18/2003,TRUE,,
2022-2,13,2,17,172,65,Capricornio,M,Ing.Mecanica,328,si,si,negro,42,M,Windows,01/20/2005,TRUE,,
2022-2,13,,19,1.7,72,Piscis,F,Ing. Civil,,No,Si,Negro,38,L,Windows,02/02/2003,TRUE,,
2022-2,13,5,21,167,60,Leo,M,Ciencia de la computación,282,sí,sí,Azul,40,M,Windows,08/16/2001,FALSE,,
2021-2,,,,,,,,,,,,,,,,,FALSE,,
2022-2,,,,,,,,,,,,,,,,,FALSE,,
2021-1,13,4,18,182,64,libra,M,Ingenieria Civil,310,si,si,verde,43,L,Windows,02/10/2003,TRUE,,
2021-2,13,3,18,,,Leo,F,Bioingeniería,,No,No,,,,Windows,,FALSE,,
2021-2,13,3,18,172,63,Picis,M,Ciencias de la Computación,,si,si,Negro,42,M,Windows,03/22/2004,TRUE,,
2020-2,13,5,19,180,76,sagitario,M,,240,si,si,Negro,42,L,Windows,,FALSE,,
2022-2,13,4,19,183,74,aries,M,Ingenieria de la Energia,253,si,si,negro,44,M,Windows,08/04/2003,TRUE,,
2022-2,13,3,21,170,70,Tauro,M,Ing. Civil,345,No,No,Verde,40,L,Windows,09/05/2001,TRUE,,
2022-2,13,3,19,153,63,Aries,F,Ingeniería Ambiental,265,No,No,Negro,37,L,Windows,11/04/2003,TRUE,,
2022-2,4,3,19,1.6,62,Leo,F,Ingeniería Ambiental ,443,No,Sí ,Azul,38,M,Windows,,TRUE,,
2022-2,13,3,18,1.56,65,Aries,F,Ingeniería Ambiental ,293,No,Sí ,Marrón ,36,S,Windows,04/14/2004,TRUE,,
2022-2,12,3,18,1.59,69,Escorpio,F,Bioingeniería,333,No,Si,Morado,38,M,Windows,01/11/2003,TRUE,,
2022-2,13,3,20,171,75,cancer,M,Ing. Industrial ,,si,si,azul,43,M,Windows ,,FALSE,,
2022-2,13,3,19,174,65,,M,Bioingeniería,,si,si,azul,42,M,Windows ,,FALSE,,
2022-2,4,3,19,174,68,,M,Ingeniería Industrial,,NO,Sí ,Negro,41,M,Windows,,TRUE,,
2021-2,8,3,18,1.67,71,Capricornio,M,ingenieria Electronica,2122,Sí,Sí ,Ninguno,41,M,Windows,12/29/2003,TRUE,,
2021-2,14,3,18,1.59,65,Sagitario,M,Ing. Mecátronica ,329,No,Si,Celeste,39,S,Windows,11/21/2003,TRUE,,
2021-2,15,3,19,1.73,65,aries,M,Ing. Civil,222,Si,No,Negro,43,M,Windows,04/17/2003,TRUE,,
2021-2,13,3,20,163,60,Tauro,F,Ing.Civil,253,No,Si,Negro,37,M,Windows,10/05/2002,TRUE,,
2021-2,13,3,18,153,53,Geminis,F,Ing. Civil,257,No,Si,Azul,36,S,Windows,08/06/2004,TRUE,,
2022-2,6,4,18,1.56,57,Tauro,F,Ing. Mecátronica ,246,Si,Si,Negro,38,M,Mac OS,08/05/2004,TRUE,,
2022-2,4.01,3,19,1.50,49,Leo,F,Ing. Civil,598,Si,No,Amarillo,35,S,Windows,07/31/2003,FALSE,,
2022-2,12,4,19,169,75,Sagitario,M,Bioingeniería,250,Si,Si,Verde,43,M,Windows,12/14/2002,TRUE,,
2022-2,12,4,19,162,43,Escorpio,F,Ing. Civil,253,Si,Si,Verde,37,S,Windows,10/26/2002,TRUE,,
2022-2,5.01,3,18,163,62,Picis,F,Bioingeniería,416,Si,Si,Negro,37,M,Windows,03/16/2004,TRUE,,
2022-2,6,3,19,164,62,Aries,F,Ciencia de la Computación,262,si,si,Azul,39,S,Windows,10/04/2003,TRUE,,
2022-2,15,3,18,168,57,Sagitario,,Ing. Civil,248,Si,Si,Negro,41,M,Windows,05/12/2003,TRUE,,
2020-2,3,6,24,165,65,Cancer,M,Ing. Civil,243,si,si,azul ,41,S,Windows,06/07/1998,TRUE,,
2022-2,9,4,19,1.65,65,Sagitario,M,Ing. Civil,,si,si,Verde,42,S,Windows,11/30/2002,TRUE,,
2022-2,4.01,4,22,167,65,Tauro,M,Ing. Civil,100,SI,si,Azul,40,M,Windows,02/05/2000,TRUE,,
2022-2,9,6,19,180,98,Acuario,M,Ing Industrial,232,Si,si,rojo,42,XL,Windows,05/02/2003,TRUE,,
2022-2,11,6,19,178,81,Piscis,M,Ing. Mecatrónica,269,si,si,rojo,40,S,Mac OS,03/17/2003,TRUE,,
2021-2,12,3,20,1.6,65,Aries,F,ing.Industrial,,no ,No ,Palo Rosa,37-38,M,Windows,,TRUE,,
2021-1,12,3,19,1.63,50,Aries,F,Data Science,306,Si,Si,Azul,38,S,Mac OS,04/19/2003,TRUE,,
2022-2,12,3,22,151,45,Piscis,F,Ing.Industrial,155,no,si,rojo,,,,,FALSE,,
2020-1,5,5,19,165,50,Escorpio,F,Ing. Ambiental,200,no,si,azul,37,S,Windows,07/11/2002,TRUE,,
2022-2,13,2,17,174,60,Aries,M,Ing. Industrial ,239,Si,Si,Azul,42,M,Windows,05/04/2005,TRUE,,
2022-2,15,2,18,169,73,Geminis,M,Ing. Industrial ,,Si,Si,Verde,41,M,Windows,05/06/2005,TRUE,,
2022-2,15,6,21,170,80,Aries,F,Ing. Mecánica,221,Si,Si,Morado,41,M,Windows,10/04/2001,TRUE,,
2022-2,15,4,18,176,67,Sagitario,M,Ciencias de la computacion,258,Si,Si,Negro,40,M,Windows,12/17/2003,TRUE,,
2022-2,15,3,18,165,59,Piscis,M,Ing. Civil,345,No,Si,Negro,40,S,Windows,10/03/2004,TRUE,,
2022-2,15,2,19,165,51,Aries,M,Ciencias de la Computacion,,Si,Si,Negro,38,M,Windows,,TRUE,,
2022-2,15,3,18,157,48,Tauro,F,Ciencia de la Computación,325,No,No,Morado,37,S,Windows,04/22/2004,TRUE,,
2022-2,15,4,19,179,57,Aries,M,Ciencia de la Computación,208,Si,Si,Azul,40,M,Windows,03/24/2003,TRUE,,
2022-2,2,3,19,167,74,escorpio,M,ing mecanica,,si,si,negro,42,M,Windows,,TRUE,,
2022-2,3.01,4,18,171,57,Aries,M,Ing. Mecatronica,,si,si,negro,40,S,Windows,06/04/2004,TRUE,,
2022-2,6,3,19,174,70,piscis,M,Ciencias de la computacion,321,si,si,negro,42,M,Windows,02/21/2003,TRUE,,
2022-2,4.01,3,20,175,58,Tauro,M,Ing. Electrónica ,290,Si,Si,Negro,42,M,Windows,05/13/2002,TRUE,,
2022-2,3.01,3,22,175,60,Virgo,M,Ing. Mecánica,,Si,Si,Naranja,42,M,Windows,09/16/1999,TRUE,,
2022-2,9.01,2,23,153,48,Escorpio,F,Ing. Industrial ,345,No,No,Azul,35,S,Windows,10/27/1998,TRUE,,
2022-2,13.01,4,19,162,65,Sagitario,F,Ing. Quimica,328,Si,No,Negro,38,L,Windows,12/21/2002,TRUE,,
2022-2,9.01,2,17,154,53,Piscis,F,Ing.Industrial,355,No,Si,Negro,36,S,Windows,02/22/2005,TRUE,,
2022-2,9.01,3,18,170,58,Libra,M,Ing.Industrial,,,,,,,,,FALSE,,
2022-2,9.01,3,20,165,66,Aries,M,Ing. Industrial,252,si,si,morado,41,L,Windows,12/04/2002,TRUE,,
2022-2,11.01,3,19,162,55,Escorpio,F,Ing. Industrial,369,No,Si,Turquesa,36,S,Windows,10/30/2002,TRUE,,
2022-2,11,5,20,172,80,Cancer,M,Ing. electrónica,92,Si,Si,Amarillo,42,L,Windows,01/07/2002,TRUE,,
2022-2,11.01,6,19,154,53,Aries,F,Bioingeniería,321,No,Sí,Morado,35,S,Windows,03/23/2003,TRUE,,
2022-2,11.01,4,21,185,87,Leo,M,Ing. CIvil,201,Si,Si,Verde,44,L,Windows,07/29/2001,TRUE,,
2022-2,11,5,20,176,80,Libra,M,Ing. Civil,379,Si,Si,Azul,43,M,Windows,10/17/2001,TRUE,,
2022-2,11,5,22,179,76,Cancer,M,Ing. Mecánica,200,Si,Si,Gris,42,L,Windows,06/22/2000,TRUE,,
2022-2,11,6,19,172,69,Tauro,M,Ing. Mecatrónica,,Si,Si,Gris,41,M,Windows,11/05/2003,TRUE,,
2022-2,3.01,4,19,162,66,Geminis ,M,iImg. civil ,376,No ,SI ,Blanco,39,M,Windows,05/28/2003,TRUE,,
2022-2,13,3,19,165,60,Aries,F,Ing. Ambiental,284,No,Si,Verde,38,L,Windows,04/16/2003,TRUE,,
2022-2,5.01,3,18,178,70,Libra,M,Ing. Mecatrónia,366,No,Si,Azul,40,L,Windows,09/24/2003,TRUE,,
