"Bodega","Distrito","Aforo","Productos","Ventas1","Ventas2","Ventas3","Ventas4"
"pasamiento hiperestesia","Comas",3,53,1159.37,1161.57,1054.93,1286.65
"subgénero catódico","San Juan de Lurigancho",7,96,2929.08,2605.1,1986.46,2786.25
"enorgullecedor apercebimiento","Comas",13,186,1333.82,1806.52,1503.98,1850.29
"decocción refrigeración","La Molina",4,58,4338.04,4260.61,4112.02,4497.31
"carbinol terapéuticamente","San Juan de Lurigancho",9,136,4033.5,3778.53,3459.51,3087.57
"involucionar anglómano","Santa Anita",13,201,1446.14,1255.77,1177.68,1281.82
"lautamente ayopayeño","Santiago de Surco",7,91,4808.07,4071.97,4142.07,4088.47
"impugnador discreteo","Los Olivos",8,135,2045.06,2291.07,2374.63,2588.48
"patronero permeable","San Juan de Lurigancho",4,58,1604.82,2055.39,1955.16,1456.34
"esclisiado jolgorio","La Molina",7,109,2751.63,2817.22,2668.63,2986.05
"escéptico malaconsejado","San Martin de Porres",9,114,3075.58,3278.65,3234.27,2692.38
"inaccesibilidad estangurria","El Agustino",2,42,2930.73,2904.3,3368.44,3409.57
"mortiguar inimitable","Ate",2,22,2152.65,1934.11,2670.27,1997.71
"ubicación borgoñón","La Molina",13,191,4331.98,4624.31,4862.68,4494.64
"comunitario abulagar","Chorrillos",12,165,5382.81,5488.65,5160.31,4886.05
"portañola Cegesimal","La Molina",10,130,2154.05,2389.98,2255.81,2198.66
"atropellaplatos codirector","Villa María del Triunfo",5,64,2978.85,2669.67,2940.64,2772.11
"pastosidad almizque","Miraflores",5,83,2038.22,2009.18,2307.37,2651.3
"harnerero sintomatología","San Juan de Miraflores",13,195,1676.48,2646.45,1996.7,1919.73
"lambiscón elipsógrafo","Los Olivos",9,127,2972.06,2549.58,2900.9,2151.43
"verrucaria vitrificación","Puente Piedra",3,39,1776.84,1481.42,1453.36,1810.51
"avergonzar anticiclónico","San Isidro",2,38,3171.85,2990.4,NA,3124.79
"desestero usufrutuario","Surquillo",5,79,4120.06,4309.43,4091.93,4197.08
"andamiaje paulatinamente","San Martin de Porres",4,67,3049.13,3833.29,2942.06,2827.52
"entorpecedor bongosero","San Martin de Porres",4,61,3413.67,2917.66,3081.34,3094.96
"proyecto desesperanzar","San Juan de Lurigancho",7,95,3183.28,2713.2,2879.51,2541.76
"encarrujarse frugívoro","San Miguel",8,145,4912.33,4515.11,4231.93,4363.77
"resobrar jaborandi","Independencia",7,135,988.52,1154.28,1056.68,1060.73
"deleitación limícola","Chorrillos",13,199,2019.45,1404.48,1392.2,1687.78
"necesitar gemíparo","Villa María del Triunfo",8,115,2746.93,2191.55,2502.38,2220.29
"rancherío golorito","Independencia",9,131,2008.67,1813.96,2130.5,1639.68
"criptograma bandidaje","El Agustino",11,166,2191.68,2168.79,2448.78,2206.73
"baboquía lesueste","Santiago de Surco",9,141,2816.76,3080.25,3096.47,3608.22
"destemplado diámetro","Comas",2,31,1659.59,1838.82,1923.59,1473.88
"geofísico platinotipia","San Juan de Lurigancho",4,61,1194.9,857.87,996.28,758.09
"traspuesto ennegrecimiento","Ate",2,42,2246.8,1922.55,1556.62,1816.1
"criminar murallón","San Juan de Miraflores",11,173,1725.56,1636.07,1260.34,1374.64
"alhucema brasilero","Magdalena del Mar",12,194,1288.07,1007.45,1079.32,1112.86
"cayeputi inmodesto","Villa María del Triunfo",13,181,4091.92,4223.24,4974.9,4096.19
"sinapismo alfarero","San Juan de Lurigancho",7,94,1987.76,1817.31,2099.38,1941.57
"demografía genovisco","Comas",4,68,4054.82,3579.2,3653.55,3412.14
"ofrecimiento otoscopia","Ate",2,24,4512.95,4362.69,4430.83,4103.36
"peloponesio infantilismo","Ate",6,85,1839.12,2417.3,1911.03,2139.51
"panderetazo tabiquero","Comas",5,80,2078.08,1948.57,2510.08,2039.02
"androgénico decadente","Chorrillos",9,136,3493.36,3086.69,3005.47,3402.15
"componible antepresente","La Molina",2,28,5691.41,4789.85,5389.3,4166.55
"polivalvo achacual","Chorrillos",2,25,3118.84,2527.06,2886.59,2939.11
"panlogismo desenfrailar","Comas",7,99,4700.96,5526.85,5335.53,5500.28
"comandanta separado","San Luis",8,117,2574.92,2446.44,2472.72,2873.93
"ñublense ocupación","Breña",3,52,818.19,1025.57,669.36,812.27
"anaranjear tradicionalmente","Puente Piedra",6,88,4846.16,5323,4702.52,4569.96
"polifonemático arequipeño","San Juan de Lurigancho",7,111,1762.56,2216.91,1667.65,1755.01
"pinatero deshierba","Villa María del Triunfo",2,27,1165.1,1185.79,1073.32,1053.2
"capitulante infamoso","Villa María del Triunfo",9,129,3190.12,3667.12,3782.57,3056.54
"rectorado engarrafar","San Juan de Lurigancho",4,48,2357.1,1977.57,1615.93,2433.68
"medianejo anecdotario","Puente Piedra",13,185,1839.85,1836.72,2227.13,1824.79
"caprípedo fulminato","Santiago de Surco",13,206,4491.34,4939.22,5294.29,4821.48
"pazguato irrupción","Ate",2,26,2176.76,1872.1,1929.31,2289.23
"cerrajerillo favoritismo","Comas",3,45,2113.29,1740.84,1788.37,1890.96
"linimento cuadrilla","San Juan de Miraflores",2,35,1905.8,1733.04,1401.67,1936.35
"despioje sobrelleno","Santiago de Surco",2,25,1652.43,1547.52,1806.98,1486.54
"trastejador retardar","Chorrillos",4,66,4932.95,4959.36,4857.43,4208.05
"muselina remecedor","San Juan de Lurigancho",2,24,4239.83,4429.82,4478.07,3949.19
"contrapuesto pestorejazo","Comas",2,42,1173.56,1103.54,1328.72,990.04
"tolondro mesocefalia","Surquillo",4,63,1958.6,1652.42,1847.13,2070.72
"galaicoportugués sacasebo","El Agustino",11,180,1914.81,1873.73,1834.39,1996.92
"antoniano metagoge","San Martin de Porres",13,199,1640.09,1098.61,1215.95,1410.58
"quillacolleño mesocarpio","Villa María del Triunfo",4,56,1488.15,1604.09,2055.31,1506.71
"ayopayeño coronamiento","San Juan de Lurigancho",9,143,897.7,1001.5,928.08,1016.23
"cienfueguero catedrilla","Los Olivos",2,26,1951,2086.99,2405.53,2114
"brollador desnaturalizado","San Luis",4,51,874.28,1090.77,836.37,686.82
"substantivo descarnada","Magdalena del Mar",5,70,1858,1849.05,2097.39,1638.01
"sensiblería aerostática","Independencia",5,77,1494.92,1366.36,1804.7,1367.58
"facsímil chapareño","Santiago de Surco",10,131,5150.92,4374.84,4635.13,4556.86
"alfendoz internacionalizar","San Juan de Lurigancho",13,182,3786.47,4925.74,4116.63,3600.39
"arvejote afortunadamente","La Molina",4,61,2967.79,2942.63,2439.95,2705.07
"proconsulado impugnativo","Chorrillos",13,210,2553.43,2749.92,1884.71,2189.05
"disparate antihemorrágico","Miraflores",6,93,3108.79,3385.97,3007.49,2911.66
"esportear descalcador","La Molina",9,132,4237.3,4472.89,5565.24,4963.15
"intolerante ilipulense","San Juan de Lurigancho",5,73,1255.79,1569.36,1375.13,1352.46
"runruneo analítico","Santa Anita",9,127,1885.02,1786.01,1812.02,1493.48
"malgache criptográfico","Villa María del Triunfo",4,64,1003.68,1025.83,1264.97,942.39
"estampero atonalidad","Comas",3,43,1110.12,1120.03,1030.24,1399.12
"chicuelina serranilla","Los Olivos",3,48,1117.72,1446.02,1600.28,2221.91
"termoestable acaballar","San Juan de Lurigancho",5,83,2519.53,2090.54,2912.39,2048.52
"almizcle desperfilar","San Miguel",2,34,2903.91,3414.43,3282.18,2428.33
"concambio monógamo","San Martin de Porres",5,74,1600.4,1373.46,1621.63,1790.01
"unicaule atacadura","San Borja",6,98,3352.79,3477.39,3702.77,3967.93
"amarilleo esporular","Ate",12,174,3980.64,4434.23,4114.76,3932.26
"engarronar eurovisión","Los Olivos",3,49,1907.76,1895.91,1906.42,2302.07
"incompletamente decimero","San Juan de Miraflores",7,112,1375.27,1532.25,1321.06,1444.47
"discotequero consuelo","Miraflores",12,175,2952.15,3219.01,2750.7,3118.32
"soterrano esquinancia","Chorrillos",13,209,3763.74,3427.16,4149.46,4132.97
"probanza geomancia","Villa María del Triunfo",3,38,3440.64,3735.95,3447.42,3512.83
"entrecruzamiento destiempo","San Juan de Lurigancho",7,109,1834.3,1779.62,2247.23,2152.65
"revolver trillado","Ate",11,152,4619.85,4119.4,4701.46,4209.98
"alejamiento punición","Santa Anita",3,54,1552.33,1242.76,1465.73,1636.01
"humidificar darwiniano","San Juan de Lurigancho",6,78,2456.91,2292.56,3062.07,2627.67
"fluctuar reimpresión","San Martin de Porres",13,209,4790.73,4872.7,4027.29,4040.65
"frangollar desarbolar","El Agustino",8,127,3903.38,4178.12,4068.01,3672.17
"laureado lavaloza","San Juan de Lurigancho",3,53,1360.8,1558.19,1622.75,1560.05
"subtender apachurrada","Villa María del Triunfo",3,51,1503.76,1632.71,1316.43,1205.05
"matonesco dactiloscopia","Puente Piedra",13,167,1784.74,1208.32,1751.11,2489.6
"pituitario cronicismo","San Juan de Lurigancho",13,205,4283.49,4430.45,4372.25,3797.19
"cajabambino barbiespeso","Los Olivos",6,88,4713.37,4515.22,4447.49,4405.2
"zambomba feticida","San Borja",4,60,4883.09,4330.73,4789.59,4444.08
"lusitanista maquinizar","Puente Piedra",6,111,3173.66,2961.2,3481.71,3028.97
"ambrolla poliedro","El Agustino",4,55,1836.76,1797.9,1964.04,1694.12
"analógico proclamar","Jesús María",11,175,2872.93,3051.35,3213.23,4168.26
"hacinamiento argumentativo","Ate",13,201,1220.01,961.98,1220.57,1118.69
"berlinga rescontrar","La Molina",5,69,4760.43,5450.21,4050.04,5624.75
"voltímetro deszocar","Los Olivos",6,103,3043.64,2801.25,3090.35,2819.41
"gnoseológico lobreguez","San Borja",4,65,2827.88,2945.01,3144.88,2710.32
"jazarino característicamente","Ate",3,39,1306.6,1879.9,1911.64,1636.92
"fervoroso protóxido","Magdalena del Mar",6,86,1065.7,958.88,1041.49,964.48
"carducha falseador","Rimac",2,20,942.19,911.38,744.18,1049.51
"almádina corporificar","San Martin de Porres",2,25,5559.15,5255.4,5102.76,4747.87
"adelgazamiento canariera","Chorrillos",2,33,4784.76,3831.95,3318.35,4353.66
"siquiera quitaguas","La Victoria",7,105,1307.41,1065.91,1132.99,1201.87
"amohinamiento coniecha","La Molina",2,44,2313.63,2949.9,2943.24,2653.25
"nectáreo originario","Surquillo",4,60,1486.52,1627.09,1076.42,1693.55
"hipotaxis menonita","Villa María del Triunfo",8,116,1656.07,1537.82,1087.78,1285.27
"tapaojos ascensión","San Juan de Lurigancho",9,147,1302.91,1262.22,1135.19,1107.04
"porosidad almorrana","San Juan de Lurigancho",13,200,3563.39,3929.56,3679.75,3565.47
"voltaico sampedrada","San Juan de Lurigancho",13,200,3095.34,2784.87,2725.07,3071.31
"husmeador portabrocas","Villa María del Triunfo",12,177,4895.32,4981,3864.36,4779.11
"sanjacado presbítero","Comas",2,38,1463.08,827.95,1254,1014.66
"compango respirar","San Juan de Lurigancho",13,174,832.42,648.86,1051.1,989.74
"sobijada reanimación","Santiago de Surco",5,79,4423.05,4237.8,3857.98,4273.14
"enfaldador ictiólogo","Rimac",13,205,4739.31,4947.61,4812.28,5045.39
"exagerador procesar","Los Olivos",8,131,2268.86,2714.23,2501.23,2122.75
"participar mixturar","San Juan de Lurigancho",2,24,1281.38,1157.72,1120.04,1474.6
"blasfemante almotalafe","San Juan de Lurigancho",13,213,2128.49,2724.34,2735.94,2874.88
"reconocidamente chiribico","San Martin de Porres",3,49,4063.69,3772.31,3767.79,3720.96
"pajolero desencaminar","San Juan de Lurigancho",3,38,1751.89,1995.45,1953.1,1919.67
"tapaculos psicopatía","Los Olivos",6,93,3165.9,2748.02,3118.62,3221.58
"gasfitero aerotaxi","San Juan de Miraflores",4,50,4758.7,4301.32,4694.27,4440.91
"baquiano domestiquez","San Juan de Lurigancho",7,134,1447.06,1242.89,1275.87,1178.89
"piscifactoría homínido","Miraflores",4,58,2501.36,2807.1,2714.28,3195.59
"apegualar enteropatía","Chorrillos",4,64,2708.43,2836.09,2524.07,2950.04
"pretender afistolar","Puente Piedra",4,71,2146.14,1758.67,1467.34,1568.75
"alcachofa saboyano","Ate",2,36,4447.43,4532.26,5442.07,4549.18
"jabalconar caprípede","Villa María del Triunfo",11,200,3218.63,2531.81,2242.31,2543.76
"cordilla enmocecer","Ate",11,168,1514.57,1459.09,1488.43,1325.69
"formidar aracnológico","San Juan de Lurigancho",12,178,1060.07,1314.4,1176.16,1154.21
"balsería emprestador","Barranco",13,199,5590.32,4744.19,5413.23,5298.3
"posteriormente altramuz","San Miguel",5,76,2988.45,2262.86,2281.77,2787.08
"sacarígeno nosomántica","San Martin de Porres",10,152,1762.85,1527.22,1521.56,1704.52
"pintalabios monopolístico","Chorrillos",4,47,2427.62,2620.64,2420.33,2199.98
"iliturgitano waterpolista","Villa María del Triunfo",4,60,3827.62,3946.18,3786.43,4224.34
"descuajaringar destrizar","Comas",2,27,1212.48,1264.39,1080.95,1031.57
"protestar realimentación","Santiago de Surco",5,79,4482.48,3401.26,3962.41,3965
"carajillo maniático","Comas",2,31,1123.45,1299.15,1376.39,1010.11
"univocidad antebrazo","San Juan de Lurigancho",5,64,1345.56,1567.44,1335.08,1224.8
"boquinegro contingencia","San Martin de Porres",12,151,3609,4035.58,2966.83,3376.48
"barangay posesivo","Santa Anita",5,66,4886.45,4129.44,5660.65,6040.15
"pomólogo neuroanatómico","Rimac",9,158,1960.63,1914.22,2222.82,2047.57
"desmotar colindar","Miraflores",9,140,2607.86,2856,2729.86,2628.2
"resalutación obituario","Jesús María",4,54,4130.01,3817.49,4415.75,3958.61
"examinante calatravo","Ate",4,61,4074.1,4789.73,5120.04,4948.99
"limnología andulario","Ate",7,94,5945.82,4802.25,4944.69,5521.82
"desenlosar cedreleón","San Juan de Lurigancho",10,156,3227.45,3948.42,3733.06,2999.1
"privatizador platicable","Santiago de Surco",2,29,2322.72,2832.52,2368.63,2257.67
"azarollo ruborizar","Ate",11,156,4213.81,4741.37,4867.85,5341.14
"sensible fundibulario","Jesús María",13,192,2134.2,1796.51,1613.05,2128.33
"limonense recortable","Santa Anita",3,47,936.86,958.9,905.58,1541.5
"represaliado mirificar","Villa María del Triunfo",13,176,1391.14,1232.43,1189.13,1292.87
"menoración danzante","San Martin de Porres",8,140,1729.15,1245.27,1317.22,1601.08
"aherventar catatonia","Villa María del Triunfo",2,32,1647.52,2069.95,2177.38,1734.48
"reactivación formalote","Chorrillos",8,123,2931.21,4628.64,3506.81,3585.92
"dasocrático melopeya","Ate",5,72,1653.38,1289.47,1666.79,1448.59
"trashumante estimatorio","San Martin de Porres",5,70,2455.88,1873.36,2635.88,1956.78
"innominado aviñonés","San Juan de Lurigancho",3,49,1165.85,869.65,1017.37,1313.55
"chihuahueño paisajismo","Puente Piedra",10,117,2532.74,2865.18,3220.87,2627.78
"elemento higuerote","Chorrillos",2,21,1874.68,1711.16,2205.35,1834.69
"connotar animalias","Puente Piedra",5,73,3594.38,3318.69,3377.84,3221.5
"conservatoría facultoso","San Juan de Miraflores",3,43,917.2,1262.51,1563.84,1104.99
"diaquenio displicencia","Villa María del Triunfo",4,63,1740.9,1966.81,1795.98,1594.05
"milésimo machacón","Villa María del Triunfo",7,107,3616.98,4031.33,3882.24,3247.54
"picantemente almazara","Ate",4,60,1344.61,1304.24,1347.27,908.66
"idealidad electoralismo","San Martin de Porres",5,81,3814.78,3455.62,3481.8,2898.37
"entrometer asechamiento","Santiago de Surco",5,64,2103.55,2250.33,2383.46,1959.4
"protocolo braceral","Ate",7,107,4418.38,4703.19,4577.21,5002.57
"pedestal cakchiquel","San Martin de Porres",9,148,2160.01,1713.59,1923.94,1562.37
"religiosidad basáride","San Isidro",3,31,3971.91,4098.84,3917.8,4439.19
"compasadamente cebadero","San Martin de Porres",4,73,1960.52,2575.98,1802.84,2270.12
"infinitamente taumaturgo","Los Olivos",2,39,2665.85,2549.82,2572.82,2783.84
"encachilarse nacionalista","Chorrillos",7,106,1941.64,1968.98,1545.61,1478.38
"fabulación visajero","San Juan de Lurigancho",3,36,1270.03,1161.66,1491.36,1158.59
"capullina chancaca","San Juan de Miraflores",3,41,2039.07,1328.79,1792.37,1727.29
"desavisado nelumbio","San Juan de Lurigancho",4,56,2670.27,3276.64,2810.27,2750.93
"televisor pretemporada","Ate",2,29,4090.02,4140.73,4194.18,3477.52
"despulsar alantoideo","Lince",4,54,4121.65,4311.91,3626.75,4088.35
"rebosadero guimbalete","La Molina",5,81,5138.4,3705.13,4797.43,5285.88
"desentonar pegujalero","Santiago de Surco",2,37,5307.33,5483.38,5285.2,5421.56
"vascofrancés desobstruir","Chorrillos",13,180,4986.3,4254.19,5045.95,4640.6
"incredulidad arrusticado","Comas",3,47,1580.97,1495.18,1562.29,1807.52
"tragacanto helenismo","San Martin de Porres",3,43,1243.49,1094.87,1092.38,1093.33
"empegado histriónico","Chorrillos",9,138,5167.83,5407.46,5359.39,5786.87
"carigordo rabasaire","Chorrillos",7,102,1930.22,1456.99,1782.54,1523.48
"malversar enfullar","San Juan de Lurigancho",4,54,4158.91,4118.4,3719.64,3663.56
"protoplasmático bachiano","La Molina",3,41,2640.06,2390.55,2240.89,2317.18
"revoltijo noroeste","La Victoria",9,129,1062.43,995.01,913.73,996.84
"tajaplumas esturrear","San Miguel",13,208,3453.28,3462.73,2980.71,3876.58
"originalidad enmaniguarse","Villa María del Triunfo",4,63,2666.96,2963.29,2976.42,3449.78
"titilación microscopia","Villa María del Triunfo",7,105,1942.01,2115.23,1482.36,1907.94
"celambre crucifijo","Ate",9,136,4530.2,4503.28,5508.82,5499.77
"jupiterino damasana","San Martin de Porres",3,46,1655.67,1196.18,1258.58,1401.25
"entiesar petimetre","Surquillo",10,164,4632.79,4981.75,3691.96,4999.02
"habidero marfilina","Villa María del Triunfo",3,37,3295.2,3570.45,3165,2932.17
"cagarropa ansotano","San Juan de Lurigancho",4,51,928.61,1371.43,1136.92,1047.06
"epirótico cianógeno","Chorrillos",7,122,2466.76,2589.46,2445.91,2197.9
"cameraman desvolvedor","San Martin de Porres",5,77,2742.15,3118.35,2584.92,2878.49
"presuncioso lechuguilla","Los Olivos",8,120,1751.93,1404.05,2128.54,1945.36
"colgador aspérrimo","San Martin de Porres",13,191,2306.39,2358.87,2681.07,2252.15
"estendijarse arrebatamiento","San Juan de Miraflores",5,68,1840.9,2403.95,2178.37,2318.96
"bimestre obsequias","San Juan de Lurigancho",4,59,3149.64,3916.01,2617.91,2971.07
"relumbrar funcionarial","San Juan de Lurigancho",10,144,6134.67,5559.67,4368.38,5650.21
"desvalor gargajiento","Villa María del Triunfo",8,132,1657.91,1429.65,1421.21,1413.35
"bipartidismo eritrocito","San Martin de Porres",2,36,990.06,1263.29,917.48,1240.9
"preferencia superposición","La Molina",13,190,4678.18,4822.67,4369.16,4149.98
"empergaminar delasolré","San Isidro",13,204,4140.36,3393.25,4154.71,3152.85
"instrumentalización comprobar","San Borja",2,28,3588.85,3758.79,3656.21,3978.25
"proditor cubilote","Puente Piedra",3,70,2376.87,1927.22,2654.49,2229.53
"aritmómetro pumarada","Santa Anita",3,50,4576.08,4969.46,5183.38,4897.03
"procariota retrovender","La Victoria",4,62,2324.3,2166.5,2100.97,2100.27
"wellingtonia conclusión","San Juan de Lurigancho",13,184,1466.73,1805.24,1633.41,1918.67
"satíricamente desbarbillar","San Martin de Porres",8,106,2536.99,2820.85,2617.39,2277.39
"fruitivo miliario","Puente Piedra",13,193,4107.73,3756.81,3957.59,4248.91
"trufador infinitesimal","Santa Anita",12,192,3151.88,3104.87,2886.14,3223.61
"calatoso beborrotear","San Juan de Miraflores",6,84,2166.66,2098.51,2153.76,2385.65
"microfilme disciplinado","San Juan de Lurigancho",11,169,1336.74,1180.73,1357.91,1040.69
"tronchazo premiación","San Martin de Porres",10,152,1239.53,1309.87,1344.22,1106.41
"crispamiento traquetear","San Juan de Lurigancho",5,65,1200.12,1479.64,1350.26,1630.26
"repizcar encapricharse","Independencia",8,103,2023.35,2421.84,2733.24,1984.76
"inmodificable pucherazo","Santiago de Surco",3,43,3267.84,3039.05,2918.02,2890.84
"abreboca botellazo","Comas",3,38,991.19,1103.11,1048.13,1041.65
"diligente entongar","San Juan de Lurigancho",2,18,3265.3,3014.15,3307.31,2991.63
"apocatástasis alfabético","Comas",2,30,1146.45,1521.92,1191.73,1174.07
"frasquera contratransferencia","San Martin de Porres",13,187,2832.73,2863.54,3285.15,2738.25
"ascondido arrestar","San Juan de Lurigancho",5,72,2057.59,1859.38,1926.39,2463.81
"clarinada carditis","San Juan de Lurigancho",8,108,2632.16,2644.99,2454.62,2194.6
"gusanoso encrucijada","San Juan de Lurigancho",3,43,1072.14,1567.59,1343.46,1257.12
"colocación comprehender","Los Olivos",7,79,1582.53,1681.65,1708.02,1660.27
